accel,temperature,humidity,sound,machine
0.998,32.800,54.000,33.000,0
1.000,32.800,54.000,39.000,0
0.999,32.800,54.000,40.000,0
0.998,32.800,54.000,41.000,0
1.000,32.800,54.000,33.000,0
0.998,32.800,54.000,34.000,0
1.001,32.800,54.000,41.000,0
0.999,32.800,54.000,43.000,0
1.000,32.800,54.000,44.000,0
1.000,32.800,54.000,33.000,0
1.000,32.800,54.000,31.000,0
0.999,32.700,54.000,43.000,0
1.000,32.700,54.000,45.000,0
1.000,32.700,54.000,32.000,0
1.000,32.700,54.000,39.000,0
1.000,32.700,54.000,31.000,0
0.997,32.700,54.000,45.000,0
0.998,32.700,54.000,45.000,0
0.999,32.700,54.000,40.000,0
0.998,32.700,54.000,46.000,0
1.000,32.700,54.000,45.000,0
0.999,32.700,54.000,43.000,0
0.999,32.700,54.000,45.000,0
0.997,32.700,55.000,44.000,0
0.998,32.700,55.000,32.000,0
1.001,32.700,55.000,44.000,0
0.997,32.700,55.000,45.000,0
0.998,32.700,55.000,32.000,0
0.999,32.700,55.000,36.000,0
0.998,32.700,55.000,44.000,0
1.000,32.700,55.000,46.000,0
0.998,32.700,55.000,45.000,0
1.000,32.700,55.000,40.000,0
0.998,32.700,55.000,46.000,0
1.000,32.700,54.000,39.000,0
1.000,32.700,54.000,44.000,0
0.999,32.700,54.000,33.000,0
1.000,32.700,55.000,45.000,0
0.998,32.800,55.000,39.000,0
0.998,32.800,55.000,46.000,0
1.000,32.800,55.000,32.000,0
0.998,32.800,55.000,32.000,0
0.998,32.800,55.000,43.000,0
1.001,32.800,55.000,45.000,0
1.000,32.700,55.000,44.000,0
0.998,32.700,55.000,43.000,0
0.999,32.700,55.000,40.000,0
1.000,32.700,55.000,44.000,0
1.000,32.700,55.000,33.000,0
1.001,32.700,55.000,34.000,0
0.999,32.700,55.000,40.000,0
0.998,32.700,55.000,43.000,0
1.000,32.700,55.000,44.000,0
1.000,32.700,55.000,40.000,0
0.998,32.700,55.000,31.000,0
0.999,32.700,55.000,40.000,0
1.000,32.700,55.000,43.000,0
1.000,32.700,55.000,43.000,0
0.998,32.700,55.000,39.000,0
1.001,32.700,55.000,40.000,0
0.999,32.700,55.000,39.000,0
1.000,32.700,55.000,46.000,0
0.999,32.700,55.000,43.000,0
0.999,32.700,55.000,40.000,0
0.999,32.800,55.000,31.000,0
0.999,32.800,55.000,33.000,0
0.998,32.800,55.000,34.000,0
0.999,32.800,55.000,34.000,0
0.999,32.800,55.000,40.000,0
1.001,32.800,55.000,39.000,0
0.999,32.800,55.000,39.000,0
1.000,32.800,55.000,43.000,0
0.998,32.700,55.000,32.000,0
0.999,32.700,55.000,45.000,0
1.000,32.700,55.000,43.000,0
0.998,32.700,55.000,41.000,0
0.998,32.700,55.000,32.000,0
1.001,32.700,55.000,45.000,0
0.998,32.700,55.000,44.000,0
0.998,32.700,55.000,40.000,0
0.998,32.700,55.000,33.000,0
1.000,32.700,55.000,40.000,0
1.000,32.700,55.000,39.000,0
0.999,32.700,55.000,39.000,0
1.000,32.700,55.000,43.000,0
0.999,32.700,55.000,31.000,0
1.000,32.700,55.000,43.000,0
0.998,32.700,55.000,39.000,0
0.999,32.700,55.000,43.000,0
0.997,32.700,55.000,43.000,0
0.999,32.700,55.000,46.000,0
1.000,32.700,55.000,39.000,0
0.998,32.700,55.000,44.000,0
1.000,32.600,55.000,36.000,0
1.000,32.600,55.000,30.000,0
0.998,32.600,55.000,34.000,0
1.000,32.600,55.000,34.000,0
0.998,32.600,55.000,40.000,0
1.000,32.600,55.000,36.000,0
0.999,32.600,55.000,36.000,0
0.999,32.600,55.000,31.000,0
0.998,32.600,55.000,43.000,0
0.998,32.600,55.000,39.000,0
0.998,32.600,55.000,43.000,0
0.998,32.600,55.000,43.000,0
1.000,32.600,55.000,31.000,0
0.999,32.600,55.000,34.000,0
0.999,32.600,55.000,31.000,0
0.999,32.600,55.000,39.000,0
0.999,32.600,55.000,40.000,0
0.999,32.600,55.000,31.000,0
1.000,32.600,55.000,32.000,0
0.998,32.600,55.000,39.000,0
0.998,32.600,55.000,44.000,0
0.999,32.600,55.000,43.000,0
0.999,32.600,55.000,39.000,0
0.999,32.600,55.000,39.000,0
0.998,32.600,55.000,39.000,0
0.997,32.700,55.000,46.000,0
0.998,32.700,55.000,36.000,0
0.998,32.700,55.000,31.000,0
0.999,32.600,55.000,31.000,0
0.999,32.600,55.000,43.000,0
0.996,32.600,55.000,32.000,0
0.998,32.600,55.000,34.000,0
0.999,32.600,55.000,34.000,0
0.998,32.600,55.000,34.000,0
0.999,32.500,55.000,32.000,0
0.999,32.600,55.000,44.000,0
0.998,32.500,55.000,40.000,0
0.998,32.500,55.000,46.000,0
0.998,32.500,55.000,41.000,0
0.999,32.500,56.000,46.000,0
1.000,32.500,56.000,36.000,0
1.000,32.500,56.000,34.000,0
0.999,32.500,56.000,43.000,0
1.000,32.500,56.000,39.000,0
0.999,32.500,56.000,43.000,0
0.997,32.500,56.000,43.000,0
0.999,32.500,56.000,37.000,0
1.000,32.500,56.000,43.000,0
0.997,32.500,56.000,41.000,0
1.001,32.400,56.000,31.000,0
1.000,32.400,56.000,43.000,0
0.997,32.400,56.000,43.000,0
0.999,32.400,56.000,43.000,0
0.998,32.400,56.000,39.000,0
0.999,32.400,56.000,44.000,0
0.999,32.400,56.000,33.000,0
0.998,32.400,56.000,39.000,0
0.998,32.400,56.000,40.000,0
0.999,32.400,56.000,43.000,0
0.999,32.400,56.000,45.000,0
0.999,32.400,56.000,38.000,0
0.998,32.400,56.000,43.000,0
0.999,32.400,56.000,32.000,0
0.999,32.400,56.000,45.000,0
0.999,32.300,56.000,43.000,0
0.999,32.400,56.000,43.000,0
1.000,32.400,56.000,32.000,0
0.998,32.300,56.000,34.000,0
0.998,32.300,56.000,31.000,0
0.998,32.300,56.000,39.000,0
0.999,32.300,56.000,45.000,0
0.999,32.300,56.000,31.000,0
0.999,32.300,56.000,40.000,0
0.999,32.300,56.000,39.000,0
1.001,32.300,56.000,33.000,0
0.998,32.300,56.000,32.000,0
0.999,32.300,56.000,36.000,0
0.998,32.300,56.000,31.000,0
0.997,32.300,56.000,31.000,0
0.998,32.300,56.000,33.000,0
0.998,32.300,56.000,32.000,0
0.998,32.300,56.000,43.000,0
0.998,32.300,56.000,40.000,0
0.998,32.300,56.000,46.000,0
0.998,32.300,56.000,44.000,0
0.998,32.300,56.000,31.000,0
0.998,32.300,56.000,32.000,0
0.998,32.300,56.000,40.000,0
0.999,32.300,56.000,45.000,0
0.998,32.300,56.000,39.000,0
1.000,32.300,56.000,31.000,0
0.999,32.300,56.000,40.000,0
1.000,32.300,56.000,39.000,0
1.000,32.300,56.000,32.000,0
0.999,32.300,56.000,46.000,0
0.998,32.300,57.000,43.000,0
0.998,32.300,57.000,45.000,0
0.998,32.300,57.000,45.000,0
0.998,32.300,57.000,33.000,0
0.999,32.300,57.000,43.000,0
0.999,32.300,57.000,40.000,0
0.999,32.300,57.000,36.000,0
1.000,32.200,57.000,39.000,0
0.998,32.200,57.000,32.000,0
0.999,32.200,57.000,40.000,0
0.999,32.200,57.000,46.000,0
0.999,32.200,57.000,31.000,0
1.000,32.200,57.000,39.000,0
0.998,32.200,57.000,36.000,0
0.999,32.200,57.000,42.000,0
0.998,32.200,57.000,43.000,0
0.998,32.200,57.000,45.000,0
0.999,32.200,57.000,45.000,0
0.999,32.200,57.000,39.000,0
0.999,32.200,57.000,46.000,0
0.998,32.100,57.000,31.000,0
0.997,32.100,57.000,39.000,0
0.997,32.100,57.000,43.000,0
0.998,32.100,57.000,39.000,0
0.998,32.200,57.000,39.000,0
0.999,32.200,57.000,32.000,0
0.998,32.200,57.000,45.000,0
0.999,32.200,57.000,43.000,0
0.998,32.200,57.000,43.000,0
0.997,32.200,57.000,33.000,0
1.000,32.200,57.000,44.000,0
0.997,32.200,57.000,43.000,0
0.999,32.200,57.000,39.000,0
0.998,32.200,57.000,39.000,0
0.998,32.200,57.000,43.000,0
1.000,32.200,57.000,46.000,0
0.999,32.200,57.000,33.000,0
0.999,32.200,57.000,34.000,0
1.005,32.300,57.000,36.000,0
1.001,32.300,57.000,46.000,0
0.999,32.300,57.000,39.000,0
1.000,32.300,57.000,39.000,0
1.000,32.300,57.000,36.000,0
0.998,32.300,57.000,43.000,0
0.999,32.300,57.000,31.000,0
0.998,32.300,57.000,39.000,0
0.999,32.300,57.000,45.000,0
0.998,32.300,57.000,46.000,0
0.997,32.400,57.000,45.000,0
0.998,32.400,57.000,39.000,0
0.998,32.500,57.000,43.000,0
0.997,32.500,57.000,39.000,0
0.998,32.500,57.000,43.000,0
0.999,32.500,56.000,31.000,0
0.999,32.600,56.000,45.000,0
0.997,32.600,56.000,39.000,0
1.000,32.600,56.000,32.000,0
0.998,32.600,56.000,43.000,0
0.999,32.600,56.000,46.000,0
0.999,32.600,56.000,45.000,0
0.999,32.600,56.000,39.000,0
0.998,32.600,56.000,31.000,0
0.997,32.600,55.000,41.000,0
0.999,32.700,55.000,44.000,0
0.999,32.700,55.000,46.000,0
0.999,32.700,55.000,37.000,0
0.998,32.700,55.000,44.000,0
0.999,32.700,55.000,31.000,0
0.999,32.700,55.000,39.000,0
0.998,32.800,55.000,37.000,0
0.999,32.800,55.000,44.000,0
0.999,32.800,55.000,32.000,0
0.998,32.800,55.000,43.000,0
0.998,32.800,55.000,43.000,0
0.998,32.800,55.000,32.000,0
0.999,32.800,55.000,33.000,0
1.000,32.800,55.000,39.000,0
0.999,32.800,55.000,39.000,0
0.998,32.800,55.000,39.000,0
0.998,32.800,55.000,44.000,0
0.998,32.800,55.000,31.000,0
1.001,32.900,55.000,33.000,0
0.998,32.900,55.000,31.000,0
0.998,32.900,55.000,44.000,0
0.999,32.900,55.000,39.000,0
0.998,32.900,55.000,33.000,0
0.998,32.900,55.000,31.000,0
0.999,32.900,55.000,44.000,0
0.999,32.900,55.000,40.000,0
0.998,32.900,55.000,32.000,0
0.999,32.900,55.000,34.000,0
0.997,32.900,55.000,33.000,0
0.999,33.000,55.000,43.000,0
0.999,33.000,55.000,45.000,0
0.998,33.000,55.000,31.000,0
0.998,32.900,55.000,32.000,0
0.998,32.900,55.000,43.000,0
0.997,32.900,55.000,44.000,0
0.998,32.900,55.000,36.000,0
0.997,33.000,55.000,31.000,0
0.998,33.000,55.000,33.000,0
0.999,33.000,55.000,39.000,0
0.998,33.000,55.000,46.000,0
0.999,33.000,55.000,39.000,0
1.000,33.000,55.000,39.000,0
0.998,33.000,55.000,46.000,0
0.999,33.000,55.000,37.000,0
1.000,33.000,55.000,36.000,0
0.998,33.000,55.000,31.000,0
0.999,33.000,55.000,44.000,0
1.143,38.100,59.000,40.000,1
1.064,38.100,58.000,44.000,1
1.113,38.200,58.000,38.000,1
1.090,38.200,58.000,48.000,1
1.077,38.200,58.000,44.000,1
1.064,38.200,57.000,46.000,1
1.104,38.200,57.000,45.000,1
1.086,38.200,57.000,40.000,1
1.098,38.300,57.000,48.000,1
1.096,38.300,57.000,40.000,1
1.138,38.300,57.000,36.000,1
1.096,38.300,54.000,45.000,1
1.098,38.300,54.000,44.000,1
1.104,38.300,53.000,33.000,1
1.012,38.100,53.000,32.000,1
1.022,38.100,53.000,37.000,1
0.993,38.100,53.000,36.000,1
1.005,38.100,53.000,36.000,1
1.089,37.700,58.000,40.000,1
1.107,37.700,58.000,33.000,1
1.126,37.700,58.000,41.000,1
1.088,37.700,58.000,34.000,1
1.101,37.700,58.000,41.000,1
1.130,37.700,58.000,36.000,1
1.102,37.700,58.000,40.000,1
1.139,37.700,58.000,40.000,1
1.829,37.700,58.000,33.000,1
1.140,37.700,58.000,32.000,1
1.148,37.700,58.000,33.000,1
1.121,37.700,58.000,40.000,1
1.102,37.700,58.000,44.000,1
1.107,37.700,58.000,46.000,1
1.100,37.700,58.000,37.000,1
1.859,37.700,58.000,41.000,1
1.116,36.700,66.000,36.000,1
1.118,36.700,66.000,40.000,1
1.120,36.600,66.000,43.000,1
1.127,36.600,65.000,42.000,1
1.102,36.200,59.000,32.000,1
1.139,36.200,58.000,40.000,1
3.401,36.100,57.000,44.000,1
3.391,36.100,57.000,44.000,1
1.125,36.100,57.000,39.000,1
1.122,36.100,57.000,43.000,1
1.136,36.100,57.000,39.000,1
1.146,36.100,57.000,33.000,1
1.159,36.100,57.000,43.000,1
1.156,36.100,57.000,39.000,1
1.145,36.100,57.000,40.000,1
1.147,36.100,57.000,33.000,1
1.129,35.700,62.000,44.000,1
1.121,35.700,62.000,44.000,1
1.135,35.700,62.000,44.000,1
1.143,35.700,63.000,46.000,1
1.153,35.700,63.000,44.000,1
1.131,35.600,63.000,46.000,1
1.132,35.600,64.000,46.000,1
1.125,35.600,64.000,44.000,1
1.114,35.500,64.000,44.000,1
1.129,35.500,64.000,40.000,1
1.128,35.500,64.000,36.000,1
1.122,35.400,64.000,36.000,1
1.119,35.400,65.000,34.000,1
1.158,35.400,65.000,32.000,1
1.110,35.400,66.000,36.000,1
1.139,35.400,67.000,36.000,1
1.116,35.300,67.000,42.000,1
1.140,35.300,68.000,48.000,1
1.134,35.300,68.000,32.000,1
1.123,35.300,68.000,36.000,1
1.145,35.300,68.000,36.000,1
1.168,35.200,67.000,40.000,1
1.140,35.200,67.000,44.000,1
1.139,35.300,66.000,34.000,1
0.994,35.900,69.000,34.000,1
1.009,35.900,69.000,36.000,1
1.048,36.200,68.000,36.000,1
1.076,36.600,67.000,36.000,1
1.090,36.900,66.000,44.000,1
1.154,37.400,65.000,40.000,1
1.159,37.500,64.000,44.000,1
1.178,37.600,64.000,44.000,1
1.184,37.800,64.000,37.000,1
1.193,37.900,64.000,44.000,1
1.205,38.000,64.000,40.000,1
1.206,38.100,64.000,44.000,1
1.206,38.300,64.000,40.000,1
1.181,38.400,63.000,40.000,1
1.184,38.500,63.000,40.000,1
1.223,38.600,63.000,44.000,1
1.207,38.800,63.000,40.000,1
1.221,38.900,64.000,42.000,1
1.237,39.100,64.000,40.000,1
1.235,39.200,65.000,44.000,1
1.226,39.300,65.000,44.000,1
1.239,39.500,65.000,44.000,1
1.250,39.600,64.000,45.000,1
1.226,39.700,63.000,44.000,1
1.233,39.800,62.000,33.000,1
1.095,39.900,62.000,40.000,1
1.177,40.000,60.000,45.000,1
1.207,40.100,60.000,44.000,1
1.202,40.200,59.000,46.000,1
1.203,40.300,58.000,40.000,1
1.227,40.400,58.000,40.000,1
1.045,40.500,58.000,40.000,1
1.077,40.600,57.000,48.000,1
1.098,40.700,57.000,44.000,1
1.115,40.700,57.000,40.000,1
1.103,40.800,57.000,46.000,1
1.106,40.900,57.000,46.000,1
1.071,41.000,57.000,46.000,1
1.112,41.000,56.000,44.000,1
1.061,41.100,56.000,44.000,1
1.052,41.200,56.000,44.000,1
1.079,41.200,56.000,46.000,1
1.076,41.300,56.000,40.000,1
1.067,41.400,55.000,40.000,1
1.095,41.400,55.000,46.000,1
1.102,41.500,55.000,44.000,1
1.107,41.500,54.000,44.000,1
1.114,41.600,54.000,46.000,1
1.100,41.600,54.000,46.000,1
1.094,41.700,53.000,44.000,1
1.106,41.700,53.000,46.000,1
1.121,41.800,52.000,40.000,1
1.116,41.800,51.000,44.000,1
1.097,41.800,51.000,44.000,1
1.098,41.800,51.000,44.000,1
1.106,41.800,51.000,46.000,1
1.123,41.800,50.000,36.000,1
1.089,41.800,50.000,37.000,1
1.102,41.800,50.000,44.000,1
0.994,42.100,53.000,32.000,1
1.027,42.100,53.000,36.000,1
1.040,42.100,52.000,36.000,1
1.077,42.100,52.000,36.000,1
1.056,42.100,51.000,34.000,1
1.057,42.200,51.000,40.000,1
1.051,42.200,50.000,43.000,1
1.054,42.200,50.000,40.000,1
1.066,42.300,50.000,44.000,1
1.029,42.300,50.000,41.000,1
1.038,42.300,50.000,40.000,1
1.067,42.300,49.000,44.000,1
1.067,42.300,49.000,48.000,1
1.059,42.300,49.000,46.000,1
1.061,42.300,50.000,46.000,1
1.078,42.300,51.000,44.000,1
1.085,42.300,51.000,36.000,1
1.100,42.300,51.000,44.000,1
1.106,42.300,52.000,44.000,1
1.095,42.300,52.000,44.000,1
1.103,42.300,52.000,46.000,1
1.089,42.300,52.000,44.000,1
1.091,42.300,51.000,44.000,1
1.120,42.300,51.000,44.000,1
1.101,42.400,51.000,44.000,1
1.085,42.400,51.000,42.000,1
1.084,42.400,50.000,44.000,1
1.100,42.400,50.000,40.000,1
1.080,42.500,50.000,44.000,1
1.077,42.500,49.000,46.000,1
1.089,42.500,49.000,40.000,1
1.099,42.500,49.000,44.000,1
1.092,42.500,49.000,44.000,1
1.089,42.500,50.000,44.000,1
1.107,42.500,50.000,46.000,1
1.079,42.500,50.000,44.000,1
1.110,42.500,49.000,44.000,1
1.084,42.500,49.000,40.000,1
1.097,42.500,49.000,44.000,1
1.123,42.500,49.000,44.000,1
1.100,42.500,48.000,44.000,1
1.113,42.500,48.000,44.000,1
1.077,42.500,48.000,46.000,1
1.069,42.500,48.000,44.000,1
1.092,42.500,48.000,44.000,1
1.105,42.400,48.000,46.000,1
1.092,42.400,48.000,40.000,1
1.093,42.400,48.000,44.000,1
1.109,42.400,48.000,36.000,1
1.112,42.400,48.000,44.000,1
1.086,42.400,49.000,44.000,1
1.107,42.400,49.000,32.000,1
1.101,42.400,50.000,44.000,1
1.097,42.400,50.000,34.000,1
1.116,42.500,50.000,44.000,1
1.135,42.500,49.000,44.000,1
1.144,42.500,49.000,36.000,1
1.135,42.600,49.000,40.000,1
1.127,42.600,49.000,40.000,1
1.126,42.600,49.000,39.000,1
1.133,42.700,49.000,41.000,1
1.039,42.700,49.000,44.000,1
1.050,42.800,49.000,46.000,1
1.095,42.800,48.000,41.000,1
1.107,42.800,48.000,34.000,1
1.127,42.900,48.000,36.000,1
1.121,42.900,48.000,44.000,1
1.113,42.900,48.000,44.000,1
1.116,42.900,48.000,40.000,1
1.066,43.000,48.000,32.000,1
1.014,43.000,48.000,44.000,1
1.060,43.000,48.000,36.000,1
1.073,43.100,48.000,36.000,1
1.065,43.100,48.000,36.000,1
1.089,43.100,47.000,41.000,1
1.078,43.100,47.000,44.000,1
1.113,43.200,47.000,40.000,1
1.098,43.200,46.000,48.000,1
1.082,43.200,46.000,33.000,1
1.093,43.200,46.000,44.000,1
1.086,43.200,47.000,40.000,1
1.104,43.200,48.000,46.000,1
1.095,43.200,49.000,36.000,1
1.082,43.200,50.000,34.000,1
1.100,43.200,50.000,44.000,1
1.118,43.300,50.000,44.000,1
1.091,43.300,50.000,32.000,1
1.082,43.300,49.000,37.000,1
1.069,43.400,49.000,41.000,1
1.105,43.400,48.000,32.000,1
1.120,43.500,48.000,36.000,1
1.124,43.500,48.000,33.000,1
1.113,43.500,48.000,46.000,1
1.109,43.500,47.000,40.000,1
1.095,43.600,47.000,36.000,1
1.094,43.600,46.000,45.000,1
1.094,43.600,46.000,44.000,1
1.098,43.600,46.000,34.000,1
1.087,43.600,46.000,36.000,1
1.113,43.600,46.000,44.000,1
1.123,43.600,46.000,44.000,1
1.133,43.700,46.000,44.000,1
1.092,43.700,45.000,40.000,1
1.094,43.700,45.000,44.000,1
1.101,43.700,45.000,40.000,1
1.081,43.700,45.000,40.000,1
1.102,43.700,45.000,44.000,1
1.090,43.700,45.000,34.000,1
1.084,43.700,45.000,44.000,1
1.112,43.700,45.000,44.000,1
1.110,43.700,45.000,48.000,1
1.128,43.700,46.000,40.000,1
1.124,43.700,46.000,33.000,1
1.096,43.700,45.000,40.000,1
1.108,43.700,45.000,44.000,1
1.110,43.700,45.000,40.000,1
1.075,43.700,45.000,33.000,1
1.093,43.800,44.000,42.000,1
1.108,43.800,43.000,44.000,1
1.122,43.800,43.000,44.000,1
1.112,43.800,43.000,43.000,1
1.108,43.800,43.000,44.000,1
1.123,43.700,43.000,37.000,1
1.117,43.700,43.000,40.000,1
1.122,43.700,43.000,39.000,1
1.103,43.700,43.000,39.000,1
1.109,43.700,43.000,44.000,1
1.110,43.700,43.000,40.000,1
1.082,43.700,43.000,46.000,1
1.097,43.700,43.000,36.000,1
1.109,43.700,42.000,36.000,1
1.131,43.700,42.000,46.000,1
1.096,43.700,42.000,44.000,1
1.100,43.600,42.000,41.000,1
1.099,43.600,42.000,44.000,1
1.123,43.600,42.000,40.000,1
1.135,43.500,41.000,46.000,1
1.105,43.500,41.000,40.000,1
1.084,43.500,41.000,44.000,1
1.081,43.500,41.000,40.000,1
1.120,43.400,41.000,46.000,1
1.126,43.400,41.000,36.000,1
1.102,43.300,42.000,36.000,1
1.126,43.300,43.000,36.000,1
1.106,43.200,44.000,46.000,1
1.096,43.200,45.000,44.000,1
1.119,43.200,46.000,32.000,1
1.118,43.200,46.000,34.000,1
1.116,43.300,46.000,46.000,1
1.129,43.300,46.000,46.000,1
1.108,43.300,45.000,44.000,1
1.121,43.300,45.000,34.000,1
1.099,43.300,45.000,36.000,1
1.122,43.300,46.000,43.000,1
1.086,43.400,46.000,32.000,1
1.100,43.400,46.000,44.000,1
1.100,43.400,47.000,32.000,1
1.118,43.500,47.000,32.000,1
1.098,43.500,47.000,44.000,1
1.117,43.600,46.000,44.000,1
1.124,43.600,45.000,41.000,1
1.108,43.700,45.000,32.000,1
1.112,43.700,44.000,44.000,1
1.106,43.700,44.000,40.000,1
1.111,43.800,44.000,40.000,1
1.130,43.800,44.000,40.000,1
0.998,41.000,48.000,38.000,0
0.994,41.000,48.000,37.000,0
0.918,40.900,49.000,37.000,0
1.004,40.700,49.000,37.000,0
1.023,40.600,50.000,45.000,0
1.032,40.400,51.000,45.000,0
1.018,40.300,51.000,33.000,0
0.995,40.200,52.000,40.000,0
1.034,40.100,52.000,46.000,0
1.055,40.100,52.000,48.000,0
1.062,40.000,52.000,41.000,0
1.067,40.000,52.000,34.000,0
1.002,39.900,52.000,42.000,0
0.960,39.900,51.000,46.000,0
1.001,39.800,51.000,34.000,0
1.077,39.800,51.000,36.000,0
1.096,39.700,52.000,36.000,0
1.112,39.600,53.000,44.000,0
1.070,39.500,54.000,46.000,0
1.030,39.400,54.000,46.000,0
0.996,39.300,54.000,45.000,0
0.995,39.300,54.000,41.000,0
1.060,39.200,55.000,37.000,0
1.079,39.200,55.000,45.000,0
1.093,39.200,55.000,45.000,0
1.099,39.100,54.000,48.000,0
0.999,39.100,55.000,45.000,0
1.024,39.000,55.000,41.000,0
1.039,39.000,55.000,46.000,0
1.077,39.000,55.000,41.000,0
1.087,39.000,55.000,42.000,0
1.092,38.900,55.000,41.000,0
1.100,38.900,54.000,48.000,0
1.103,38.900,54.000,49.000,0
1.104,38.900,54.000,45.000,0
1.106,38.800,54.000,49.000,0
1.001,38.800,54.000,45.000,0
0.997,38.700,54.000,42.000,0
0.998,38.700,54.000,46.000,0
1.000,38.700,54.000,37.000,0
0.996,38.700,55.000,41.000,0
0.996,38.700,55.000,45.000,0
1.050,38.600,56.000,41.000,0
1.030,38.600,56.000,41.000,0
1.001,38.600,56.000,45.000,0
1.014,38.600,57.000,45.000,0
1.100,38.500,57.000,48.000,0
1.170,38.500,57.000,36.000,0
0.994,38.500,57.000,45.000,0
1.068,38.400,57.000,41.000,0
1.034,38.400,57.000,36.000,0
1.044,38.400,58.000,37.000,0
1.096,38.400,58.000,39.000,0
1.110,38.400,59.000,49.000,0
1.120,38.300,60.000,41.000,0
0.883,38.300,60.000,34.000,0
1.059,38.300,60.000,39.000,0
1.081,38.300,60.000,41.000,0
1.019,38.300,60.000,37.000,0
0.995,38.300,60.000,41.000,0
1.001,38.100,61.000,36.000,0
1.000,38.100,61.000,37.000,0
1.004,38.000,61.000,37.000,0
1.003,37.900,61.000,37.000,0
1.004,37.900,60.000,41.000,0
1.005,37.800,60.000,48.000,0
1.006,37.800,60.000,45.000,0
1.007,37.800,60.000,41.000,0
1.010,37.800,60.000,38.000,0
1.009,37.800,59.000,45.000,0
1.010,37.800,59.000,45.000,0
1.012,37.800,59.000,41.000,0
1.015,37.800,59.000,45.000,0
1.013,37.800,60.000,45.000,0
1.016,37.800,60.000,48.000,0
1.014,37.800,61.000,45.000,0
1.019,37.800,62.000,33.000,0
1.016,37.800,62.000,46.000,0
1.022,37.800,61.000,45.000,0
1.018,37.800,61.000,48.000,0
1.020,37.800,60.000,48.000,0
1.022,37.800,60.000,36.000,0
1.024,37.800,60.000,45.000,0
1.022,37.800,59.000,46.000,0
1.023,37.800,58.000,37.000,0
1.021,37.700,57.000,46.000,0
1.022,37.700,56.000,45.000,0
1.023,37.700,55.000,45.000,0
1.025,37.700,54.000,34.000,0
1.025,37.700,54.000,45.000,0
1.025,37.600,54.000,41.000,0
1.025,37.600,54.000,45.000,0
1.026,37.600,54.000,41.000,0
1.027,37.500,55.000,45.000,0
1.026,37.500,55.000,49.000,0
1.027,37.400,55.000,45.000,0
1.027,37.400,55.000,45.000,0
1.027,37.400,55.000,46.000,0
1.026,37.300,55.000,49.000,0
1.029,37.300,55.000,45.000,0
1.028,37.200,56.000,41.000,0
1.028,37.200,57.000,40.000,0
1.028,37.100,58.000,45.000,0
1.032,37.100,59.000,41.000,0
1.031,37.100,59.000,41.000,0
1.031,37.000,60.000,45.000,0
1.029,37.000,61.000,45.000,0
1.032,37.000,62.000,45.000,0
1.030,37.000,63.000,48.000,0
1.033,37.000,63.000,41.000,0
1.030,37.000,63.000,45.000,0
1.032,37.000,63.000,49.000,0
1.033,37.000,64.000,48.000,0
1.033,37.000,63.000,45.000,0
1.032,37.000,63.000,48.000,0
1.033,37.000,61.000,48.000,0
1.035,36.900,59.000,45.000,0
1.036,36.900,57.000,43.000,0
1.033,36.900,55.000,41.000,0
1.037,36.900,54.000,43.000,0
1.032,36.900,53.000,40.000,0
1.038,36.800,53.000,41.000,0
1.038,36.800,52.000,45.000,0
1.036,36.800,52.000,49.000,0
1.036,36.700,52.000,37.000,0
1.038,36.700,52.000,41.000,0
1.036,36.600,51.000,45.000,0
1.038,36.600,51.000,49.000,0
1.038,36.500,51.000,41.000,0
1.036,36.500,51.000,45.000,0
1.043,36.400,51.000,45.000,0
1.039,36.400,50.000,45.000,0
1.039,36.300,50.000,46.000,0
1.038,36.300,50.000,41.000,0
1.039,36.300,50.000,46.000,0
1.039,36.200,50.000,41.000,0
1.040,36.200,49.000,48.000,0
1.042,36.100,49.000,37.000,0
1.038,36.100,49.000,45.000,0
1.040,36.100,49.000,48.000,0
1.038,36.000,49.000,48.000,0
1.040,36.000,49.000,48.000,0
1.039,36.000,49.000,45.000,0
1.039,35.900,49.000,48.000,0
1.041,35.900,49.000,34.000,0
1.039,35.800,50.000,41.000,0
1.041,35.800,50.000,45.000,0
1.038,35.800,51.000,45.000,0
1.042,35.700,51.000,36.000,0
1.042,35.700,52.000,41.000,0
1.042,35.700,53.000,41.000,0
1.040,35.700,55.000,41.000,0
1.041,35.700,56.000,36.000,0
1.041,35.700,57.000,49.000,0
0.918,35.700,58.000,48.000,0
0.920,35.700,59.000,48.000,0
0.989,35.700,59.000,34.000,0
0.946,35.700,60.000,49.000,0
0.997,35.700,60.000,49.000,0
1.001,35.700,61.000,48.000,0
1.007,35.700,61.000,37.000,0
1.009,35.700,61.000,45.000,0
1.007,35.700,61.000,41.000,0
1.009,35.700,62.000,45.000,0
1.012,35.700,62.000,41.000,0
1.012,35.700,62.000,48.000,0
0.925,35.800,61.000,49.000,0
0.908,35.800,61.000,45.000,0
0.890,35.800,61.000,34.000,0
0.879,35.800,61.000,49.000,0
